"ARVO","NIMI_FI","NIMI_SV","NIMI_EN","KUVAUS_FI","LYHYTNIMI_FI","KUVAUS_SV","LYHYTNIMI_SV","KUVAUS_EN","LYHYTNIMI_EN","ALKUPVM","LOPPUPVM"
633202,"Yhteiskuntat. kand. (alempi), taloustieteet","Samh. kand. (lägre), ekonomivetenskaper","BSocSc, Economics",,"YTK (al), taloustieteet",,"SVK (lägre), ekon.vet.",,"Bachelor of Social Sciences, Economics",01.01.1997,
633203,"Yhteiskuntat. kand. (alempi), sosiaalitieteet","Samh. kand. (lägre), socialvetenskaper","BSocSc, Social Studies",,"YTK (al), sosiaalitieteet",,"SVK (lägre), soc.vet.",,"Bachelor of Social Sciences, Social Studies",01.01.1997,
633205,"Yhteiskuntat. kand. (alempi), psykologia","Samh. kand. (lägre), psykologi","BSocSc, Psychology",,"YTK (al), psykologia",,"SVK (lägre), psykologi",,"Bachelor of Social Sciences, Psychology",01.01.1997,
633206,"Yhteiskuntat. kand. (alempi), viestintätieteet","Samh. kand. (lägre), kommunikationsvetenskaper","BSocSc, Communication Sc.",,"YTK (al), viestintätieteet",,"SVK (lägre), komm.vet.",,"Bachelor of Social Sciences, Communication Sciences",01.01.1997,
633207,"Yhteiskuntat. kand. (alempi), filosofia","Samh. kand. (lägre), filosofi","BSocSc, Philosophy",,"YTK (al), filosofia",,"SVK (lägre), filosofi",,"Bachelor of Social Sciences, Philosophy",01.01.1997,
633208,"Yhteiskuntat. kand. (alempi), tilastotiede","Samh. kand. (lägre), statistik","BSocSc, Statistics",,"YTK (al), tilastotiede",,"SVK (lägre), statistik",,"Bachelor of Social Sciences, Statistics",01.01.1997,
633209,"Yhteiskuntat. kand. (alempi), matkailu","Samh. kand. (lägre), turism","BSocSc, Tourism",,"YTK (al), matkailu",,"SVK (lägre), turism",,"Bachelor of Social Sciences, Tourism",01.01.2004,
633210,"Yhteiskuntat. kand. (alempi), alue- ja ympäristötieteet","Samh. kand. (lägre), regional- och miljövetenskaper","BSocSc, Regional Studies",,"YTK (al), alue- ja ympär.tiet.",,"SVK (lägre), reg.- o miljövet.",,"Bachelor of Social Sciences, Regional and Environmental Studies",01.01.2005,
633299,"Yhteiskuntat. kand. (alempi), muu tai tuntematon pääaineryhmä","Samh. kand. (lägre), annat eller okänt huvudämne","BSocSc, Other Field",,"YTK (al), muu pääaineryhmä",,"SVK (lägre), ann. h.ä.",,"Bachelor of Social Sciences, Other or Unknown Field",01.01.1997,
633300,"Hallintotieteiden kandidaatti (alempi)","Förvaltningskandidat (lägre)","Bachelor of Administrative Sc.",,"Hallintot. kand. (alempi)",,"Förvaltningskandidat (lägre)",,"Bachelor of Administrative Sciences",01.01.1997,
633301,"Hallintot. kand. (alempi), hallintotieteet","Förv. kand. (lägre), förvaltningsvetenskaper","B.Adm.Sc., Administrative Sc.",,"HTK (al), hallintotieteet",,"FöK (lägre), förv.vet.",,"Bachelor of Administrative Sciences, Administrative Sciences",01.01.1997,
633310,"Hallintot. kand. (alempi), alue- ja ympäristötieteet","Förv. kand. (lägre), regional- och miljövetenskaper","B.Adm.Sc., Regional Studies",,"HTK (al), alue- ja ympäristöt.",,"FöK (lägre), reg.- o miljövet.",,"Bachelor of Administrative Sciences, Regional and Environmental Studies",01.01.1997,
633399,"Hallintot. kand. (alempi), muu tai tuntematon pääaineryhmä","Förv. kand. (lägre), annat eller okänt huvudämne","B.Adm.Sc., Other Field",,"HTK (al), muu pääaineryhmä",,"FöK (lägre), ann. h.ä.",,"Bachelor of Administrative Sciences, Other or Unknown Field",01.01.1997,
633400,"Humanististen tieteiden kandidaatti, yhteiskuntatieteellinen ala","Kandidat i humanistiska vetenskaper, samhällsvetenskapliga området","BA, Social Sciences",,"HuK, yhteiskuntat. ala",,"Kand., hum. vet.sk., samh.vet.",,"Bachelor of Arts, Social Sciences",01.01.1997,
633401,"Hum. kand., politiikkatieteet","Hum. kand., politikvetenskaper","BA, Political Sciences",,"HuK, politiikkatieteet",,"HuK, politikvetenskaper",,"Bachelor of Arts, Political Sciences",01.01.1997,
633402,"Hum. kand., taloustieteet","Hum. kand., ekonomivetenskaper","BA, Economics",,"HuK, taloustieteet",,"HuK, ekonomivetenskaper",,"Bachelor of Arts, Economics",01.01.1997,
633403,"Hum. kand., sosiaalitieteet","Hum. kand., socialvetenskaper","BA, Social Studies",,"HuK, sosiaalitieteet",,"HuK, socialvetenskaper",,"Bachelor of Arts, Social Studies",01.01.1997,
633404,"Hum. kand., kasvatustieteet","Hum. kand., pedagogik","BA, Education",,"HuK, kasvatustieteet",,"HuK, pedagogik",,"Bachelor of Arts, Education",01.01.1997,
633405,"Hum. kand., psykologia","Hum. kand., psykologi","BA, Psychology",,"HuK, psykologia",,"HuK, psykologi",,"Bachelor of Arts, Psychology",01.01.1997,
633407,"Hum. kand., filosofia (yhteiskuntatieteellinen ala)","Hum. kand., filosofi (samhällsvetenskapliga området)","BA, Philosophy",,"HuK, filosofia",,"HuK, filosofi",,"Bachelor of Arts, Philosophy",01.01.1997,
633408,"Hum. kand., tilastotiede","Hum. kand., statistik","BA, Statistics",,"HuK, tilastotiede",,"HuK, statistik",,"Bachelor of Arts, Statistics",01.01.1997,
633409,"Hum. kand., tietojenkäsittelytiede","Hum. kand., datavetenskap","BA, Computer Science",,"HuK, tietojenkäsittelytiede",,"HuK, datavetenskap",,"Bachelor of Arts, Computer Science",01.01.1997,
633499,"Hum. kand., yhteiskuntatieteellinen ala, muu tai tuntematon pääaineryhmä","Hum. kand., annat eller okänt huvudämne inom samhällsvetenskapliga området","BA, Soc. Sc., Other Field",,"HuK, yht.kuntat., muu pääainer",,"HuK, ann. h.ä., samh.vet.",,"Bachelor of Arts, Social Sciences, Other or Unknown Field",01.01.1997,
633500,"Psykologian kandidaatti (alempi)","Psykologie kandidat (lägre)","Bachelor of Arts (Psychology)",,"Psykologian kand. (alempi)",,"Psykologie kandidat (lägre)",,"Bachelor of Arts (Psychology)",01.01.1997,
633501,"Psykologian kandidaatti (alempi)","Psykologie kandidat (lägre)","BA (Psychology)",,"Psykologian kandidaatti (al)",,"Psykologie kandidat (lägre)",,"Bachelor of Arts (Psychology)",01.01.1997,
633600,"Taloudellis-hallinnollinen tutkinto","Ekonomisk-administrativ examen","Univ. Dipl., Economics, Admin.",,"Taloudellis-hallinnoll. tutk.",,"Ekonomisk-administrativ examen",,"University Diploma in Economics and Administration",01.01.1997,
633651,"Taloudellis-hallinnollinen tutkinto","Ekonomisk-administrativ examen","Univ. Dipl., Economics, Admin.",,"Taloudellis-hallinnoll. tutk.",,"Ekonomisk-administrativ examen",,"University Diploma in Economics and Administration",01.01.1997,
633900,"Muu yhteiskuntatieteellinen koulutus, alempi korkeakouluaste","Annan samhällsvetenskaplig utbildning på lägre högskolenivå","Other Ed. in Social Sc., Lvl 6",,"Muu yhteiskuntat. koul, 6-aste",,"Ann. samh.vet. utb., nivå 6",,"Other Education in Social Sciences, Lower-Degree Level Tertiary Education",01.01.1997,
633999,"Muu tai tuntematon yhteiskuntatieteellinen koulutus, alempi korkeakouluaste","Annan eller okänd samhällsvetenskaplig utbildning på lägre högskolenivå","Other Ed. in Social Sc., Lvl 6",,"Muu yhteiskuntat. koul, 6-aste",,"Ann. samh.vet. utb., nivå 6",,"Other or Unknown Education in Social Sciences, Lower-Degree Level Tertiary Education",01.01.1997,
634000,"Oikeustieteellinen koulutus, alempi korkeakouluaste","Juridisk utbildning på lägre högskolenivå","Ed. in Laws, Level 6",,"Oikeustiet. koul, 6-aste",,"Juridisk utb., nivå 6",,"Education in Laws, Lower-Degree Level Tertiary Education",01.01.1997,
634100,"Oikeustieteellinen koulutus, alempi korkeakouluaste","Juridisk utbildning på lägre högskolenivå","Ed. in Laws, Level 6",,"Oikeustiet. koul, 6-aste",,"Juridisk utb., nivå 6",,"Education in Laws, Lower-Degree Level Tertiary Education",01.01.1997,
634101,"Oikeusnotaari","Rättsnotarie","University Diploma in Law",,"Oikeusnotaari",,"Rättsnotarie",,"University Diploma in Law",01.01.1997,
634102,"Varanotaari","Vicenotarie","Bachelor of Laws",,"Varanotaari",,"Vicenotarie",,"Bachelor of Laws",01.01.1997,
634199,"Muu tai tuntematon oikeustieteellinen koulutus, alempi korkeakouluaste","Annan eller okänd juridisk utbildning på lägre högskolenivå","Other Ed. in Laws, Lvl 6",,"Muu oikeustiet. koul, 6-aste",,"Ann. juridisk utb., nivå 6",,"Other or Unknown Education in Laws, Lower-Degree Level Tertiary Education",01.01.1997,
639000,"Muu kaupallinen ja yhteiskuntatieteellinen koulutus, alempi korkeakouluaste","Annan utbildning inom handel och samhällsvetenskaper på lägre högskolenivå","Other Ed. in Social Sc., Lvl 6",,"Muu kaup.,yht.kuntat., 6-aste",,"Ann.handel o samh.vetensk.,n-6",,"Other Education in Social Sciences and Business, Lower-Degree Level Tertiary Education",01.01.1997,
639100,"Sosionomikoulutus ja muu yhteiskunnallinen toimihenkilökoulutus","Socionomutbildning och annan samhällelig tjänstemannautbildning","Other Ed. in Social Sc., Lvl 6",,"Sosionomi-, muu toimihenk.koul",,"Soc.utb. o ann. samh., n-6",,"Other Education in Social Sciences",01.01.1997,
639151,"Hallintovirkamiestutkinto, hallintonotaari","Examen för förvaltningstjänstemän, förvaltningsnotarie","Univ. Dipl., Public Admin.",,"Hallintovirkamiestutk,hall.not",,"Ex. för förv.tjänstemän, f.not",,"University Diploma in Public Administration",01.01.1997,
639152,"Kirjastonhoitaja, sosionomi","Bibliotekarie, socionom","Univ. Diploma, Librarian",,"Kirjastonhoitaja, sosionomi",,"Bibliotekarie, socionom",,"University Diploma in Social Studies, Librarian",01.01.1997,
639153,"Kirjastotutkinto","Biblioteksexamen","Univ. Dipl., Librarianship",,"Kirjastotutkinto",,"Biblioteksexamen",,"University Diploma in Librarianship",01.01.1997,
639154,"Kunnallistutkinto, socionomexamen, offentlig förvaltning","Kommunalexamen, socionomexamen, offentlig förvaltning","Univ. Dipl., Local Government",,"Kunnallistutkinto",,"Komm.ex., soc.ex., off..förv.",,"University Diploma in Local Government",01.01.1997,
639155,"Nuorisotyön tutkinto, sosionomi","Examen i ungdomsarbete, socionom","Univ. Dipl., Youth Instruction",,"Nuorisotyön tutk., sosionomi",,"Ex. i ungdomsarbete, socionom",,"University Diploma in Youth Instruction",01.01.1997,
639156,"Sosiaalihuoltaja, socionomexamen, socialt arbete","Socialvårdare, socionomexamen, socialt arbete","Univ. Dipl., Social Services",,"Sosiaalihuoltaja",,"Soc.vård., soc.ex., soc. arb.",,"University Diploma in Social Services",01.01.1997,
639157,"Sosiaalivakuutustutkinto, sosionomi, socialförsäkringsexamen","Socialförsäkringsexamen, socionom","Univ. Dipl., Social Insurance",,"Sosiaalivakuutustutk., sosion.",,"Socialförs.examen, socionom",,"University Diploma in Social Insurance",01.01.1997,
639158,"Toimittajatutkinto, socionomexamen, journalistik","Journalistexamen, socionomexamen, journalistik","Univ. Dipl., Journalism",,"Toimittajatutkinto",,"Journalistex., soc.ex., journ.",,"University Diploma in Journalism",01.01.1997,
639159,"Verovirkamiestutkinto, hallintonotaari","Examen för skattetjänstemän, förvaltningsnotarie","Univ. Dipl., Taxation",,"Verovirkamiestutk., hall.not.",,"Ex. för skattetj.män, f.not",,"University Diploma in Taxation",01.01.1997,
639160,"Yhteiskunnallinen tutkinto, sosionomi","Socialexamen, socionom","Univ. Dipl., Social Studies",,"Yht.kunnallinen tutk, sosion.",,"Socialexamen, socionom",,"University Diploma in Social Studies",01.01.1997,
639161,"Yleinen vakuutustutkinto","Allmän försäkringsexamen","Univ. Dipl., General Insurance",,"Yleinen vakuutustutkinto",,"Allmän försäkringsexamen",,"University Diploma in General Insurance",01.01.1997,
639199,"Muu tai tuntematon sosionomikoulutus tai yhteiskunnallinen toimihenkilökoulutus","Annan eller okänd socionomutbildning eller samhällelig tjänstemannautbildning","Univ. Dipl., Other Field",,"Muu sosionomi-, toimihenk.koul",,"Ann. soc.utb. el. samh., n-6",,"Other or Unknown Diploma or Education in Social Sciences or Public Administration",01.01.1997,
639900,"Muu kaupallinen ja yhteiskuntatieteellinen koulutus, alempi korkeakouluaste","Annan utbildning inom handel och samhällsvetenskaper på lägre högskolenivå","Other Ed. in Social Sc., Lvl 7",,"Muu kaup.,yht.kuntat., 6-aste",,"Ann.handel o samh.vetensk.,n-6",,"Other Education in Social Sciences and Business, Lower-Degree Level Tertiary Education",01.01.1997,
639999,"Muu tai tuntematon kaupallinen tai yhteiskuntatieteellinen koulutus, alempi korkeakouluaste","Annan eller okänd utbildning inom handel och samhällsvetenskaper på lägre högskolenivå","Other Ed. in Social Sc., Lvl 7",,"Muu kaup.,yht.kuntat., 6-aste",,"Ann.handel o samh.vetensk.,n-6",,"Other or Unknown Education in Social Sciences and Business, Lower-Degree Level Tertiary Education",01.01.1997,
642000,"Luonnontieteiden kandidaatti","Kandidat i naturvetenskaper","Bachelor of Science",,"Luonnontieteiden kandidaatti",,"Kandidat i naturvetenskaper",,"Bachelor of Science",01.01.1997,
642100,"Luonnontieteiden kandidaatti, matematiikka ja tilastotiede","Kandidat i naturvetenskaper, matematik och statistik","BSc, Mathematics, Statistics",,"LuK, matemat., tilastotiede",,"NaK, mat. o stat.",,"Bachelor of Science, Mathematics and Statistics",01.01.1997,
642101,"Luonnont. kand., matematiikka","Nat. kand., matematik","BSc, Mathematics",,"LuK, matematiikka",,"NaK, matematik",,"Bachelor of Science, Mathematics",01.01.1997,
642102,"Luonnont. kand., tilastotiede","Nat. kand., statistik","BSc, Statistics",,"LuK, tilastotiede",,"NaK, statistik",,"Bachelor of Science, Statistics",01.01.1997,
642200,"Luonnontieteiden kandidaatti, tietojenkäsittelytiede","Kandidat i naturvetenskaper, datavetenskap","BSc, Computer Science",,"LuK, tietojenkäsittelytiede",,"NaK, datavetenskap",,"Bachelor of Science, Computer Science",01.01.1997,
642201,"Luonnont. kand., tietojenkäsittelytiede","Nat. kand., datavetenskap","BSc, Computer Science",,"LuK, tietojenkäsittelytiede",,"NaK, datavetenskap",,"Bachelor of Science, Computer Science",01.01.1997,
642300,"Luonnontieteiden kandidaatti, fysikaaliset tieteet","Kandidat i naturvetenskaper, fysikaliska vetenskaper","BSc, Physical Sciences",,"LuK, fysikaaliset tieteet",,"NaK, fysik. vet.",,"Bachelor of Science, Physical Sciences",01.01.1997,
642301,"Luonnont. kand., fysiikka","Nat. kand., fysik","BSc, Physics",,"LuK, fysiikka",,"NaK, fysik",,"Bachelor of Science, Physics",01.01.1997,
642302,"Luonnont. kand., geofysiikka","Nat. kand., geofysik","BSc, Geophysics",,"LuK, geofysiikka",,"NaK, geofysik",,"Bachelor of Science, Geophysics",01.01.1997,
642303,"Luonnont. kand., meteorologia","Nat. kand., meteorologi","BSc, Meteorology",,"LuK, meteorologia",,"NaK, meteorologi",,"Bachelor of Science, Meteorology",01.01.1997,
642304,"Luonnont. kand., tähtitiede","Nat. kand., astronomi","BSc, Astronomy",,"LuK, tähtitiede",,"NaK, astronomi",,"Bachelor of Science, Astronomy",01.01.1997,
642400,"Luonnontieteiden kandidaatti, kemia","Kandidat i naturvetenskaper, kemi","BSc, Chemistry",,"LuK, kemia",,"NaK, kemi",,"Bachelor of Science, Chemistry",01.01.1997,
642401,"Luonnont. kand., kemia","Nat. kand., kemi","BSc, Chemistry",,"LuK, kemia",,"NaK, kemi",,"Bachelor of Science, Chemistry",01.01.1997,
642500,"Luonnontieteiden kandidaatti, geologia","Kandidat i naturvetenskaper, geologi","BSc, Geology",,"LuK, geologia",,"NaK, geologi",,"Bachelor of Science, Geology",01.01.1997,
642501,"Luonnont. kand., geologia","Nat. kand., geologi","BSc, Geology",,"LuK, geologia",,"NaK, geologi",,"Bachelor of Science, Geology",01.01.1997,
642600,"Luonnontieteiden kandidaatti, maantiede","Kandidat i naturvetenskaper, geografi","BSc, Geography",,"LuK, maantiede",,"NaK, geografi",,"Bachelor of Science, Geography",01.01.1997,
642601,"Luonnont. kand., maantiede","Nat. kand., geografi","BSc, Geography",,"LuK, maantiede",,"NaK, geografi",,"Bachelor of Science, Geography",01.01.1997,
642700,"Luonnontieteiden kandidaatti, biologia, biotieteet, biokemia ja ympäristö- tiede","Kandidat i naturvetenskap, biologi, biovetenskaper, biokemi och            miljövetenskap","BSc, Biol., Biosc.,Bioch.,Ecol",,"LuK, biol., biot., biok., ymp.",,"NaK, biol., biov.,biok. miljöv",,"Bachelor of Science, Biology, Biosciences, Biochemistry and Ecology",01.01.1997,
642701,"Luonnont. kand., biologia","Nat. kand., biologi","BSc, Biology",,"LuK, biologia",,"NaK, biologi",,"Bachelor of Science, Biology",01.01.1997,
642702,"Luonnont. kand., biotieteet, biokemia","Nat. kand., biovetenskaper, biokemi","BSc, Biosciences, Biechemistry",,"LuK, biotieteet, biokemia",,"NaK, biovetenskaper, biokemi",,"Bachelor of Science, Biosciences, Biochemistry",01.01.1997,
642703,"Luonnont. kand., ympäristötiede","Nat. kand., miljövetenskap","BSc, Environmental Science",,"LuK, ympäristötiede",,"NaK, miljövetenskap",,"Bachelor of Science, Environmental Science",01.01.1997,
642900,"Luonnontieteiden kandidaatti, muu ala","Kandidat i naturvetenskaper, annat specialområde","BSc, Other Field",,"LuK, muu ala",,"NaK, ann. spec.",,"Bachelor of Science, Other Field",01.01.1997,
642901,"Luonnont. kand., filosofia","Nat. kand., filosofi","BSc, Philosophy",,"LuK, filosofia",,"NaK, filosofi",,"Bachelor of Science, Philosophy",01.01.1997,
642999,"Luonnont. kand., muu tai tuntematon ala","Nat. kand., annat eller okänt specialområde","BSc, Other Field",,"LuK, muu ala",,"NaK, ann. spec.omr.",,"Bachelor of Science, Other or Unknown Field",01.01.1997,
649000,"Muu luonnontieteellinen koulutus, alempi korkeakouluaste","Annan naturvetenskaplig utbildning på lägre högskolenivå","Other Ed. Natural Sc., Lvl 6",,"Muu luonnontiet. koul, 6-aste",,"Ann. nat.vet. utb., nivå 6",,"Other Education in Natural Sciences, Lower-Degree Level Tertiary Education",01.01.1997,
649900,"Muu luonnontieteellinen koulutus, alempi korkeakouluaste","Annan naturvetenskaplig utbildning på lägre högskolenivå","Other Ed. Natural Sc., Lvl 6",,"Muu luonnontiet. koul, 6-aste",,"Ann. nat.vet. utb., nivå 6",,"Other Education in Natural Sciences, Lower-Degree Level Tertiary Education",01.01.1997,
649999,"Muu tai tuntematon luonnontieteellinen koulutus, alempi korkeakouluaste","Annan eller okänd naturvetenskaplig utbildning på lägre högskolenivå","Other Ed. Natural Sc., Lvl 6",,"Muu luonnontiet. koul, 6-aste",,"Ann. nat.vet. utb., nivå 6",,"Other or Unknown Education in Natural Sciences, Lower-Degree Level Tertiary Education",01.01.1997,
651000,"Insinööri (ammattikorkeakoulu)","Ingenjör (yrkeshögskola)","BEng (Poly), Engineering",,"Insinööri (AMK)",,"Ingenjör (yrkeshögskola)",,"Bachelor of Engineering (Polytechnic)",01.01.1997,
651100,"Insinööri (AMK), konetekniikka, energiatekniikka ja kuljetustekniikka","Ingenjör (YH), maskinteknik, energiteknik och transportteknik","BEng (Poly), Mechanics",,"Ins. (AMK), kone, energia ym.",,"Ingenjör (YH), maskinteknik",,"Bachelor of Engineering (Polytechnic), Mechanical Engineering and Transportation Engineering",01.01.1997,
651101,"Insinööri (AMK), konetekniikka","Ingenjör (YH), maskinteknik","BEng (Poly), Mechanics",,"Ins. (AMK), konetekniikka",,"Ingenjör (YH), maskinteknik",,"Bachelor of Engineering (Polytechnic), Mechanical Engineering",01.01.1997,
651102,"Insinööri (AMK), energiatekniikka","Ingenjör (YH), energiteknik","BEng (Poly), Energy Eng.",,"Ins. (AMK), energiatekniikka",,"Ingenjör (YH), energiteknik",,"Bachelor of Engineering (Polytechnic), Energy Engineering",01.01.1997,
651103,"Insinööri (AMK), LVI-tekniikka","Ingenjör (YH), VVS-teknik","BEng (Poly), Heat., Vent.",,"Ins. (AMK), LVI-tekniikka",,"Ingenjör (YH), VVS-teknik",,"Bachelor of Engineering (Polytechnic), Heating and Ventilation Engineering",01.01.1997,
651104,"Insinööri (AMK), kuljetustekniikka","Ingenjör (YH), transportteknik","BEng (Poly), Transport.",,"Ins. (AMK), kuljetustekniikka",,"Ingenjör (YH), transportteknik",,"Bachelor of Engineering (Polytechnic), Transportation Engineering",01.01.1997,
651105,"Insinööri (AMK), merenkulku","Ingenjör (YH), sjöfart","BEng (Poly), Navigation",,"Ins. (AMK), merenkulku",,"Ingenjör (YH), sjöfart",,"Bachelor of Engineering (Polytechnic), Navigation Technology",01.01.1998,
651200,"Insinööri (AMK), sähkötekniikka ja automaatiotekniikka","Ingenjör (YH), elektroteknik och automationsteknik","BEng (Poly), Electrics",,"Ins. (AMK), sähkö, automaatio",,"Ingenjör (YH), elektr. o autom",,"Bachelor of Engineering (Polytechnic), Electrical Engineering and Automation Engineering",01.01.1997,
651201,"Insinööri (AMK), sähkötekniikka","Ingenjör (YH), elektroteknik","BEng (Poly), Electrics",,"Ins. (AMK), sähkötekniikka",,"Ingenjör (YH), elektroteknik",,"Bachelor of Engineering (Polytechnic), Electrical Engineering",01.01.1997,
651202,"Insinööri (AMK), automaatiotekniikka","Ingenjör (YH), automationsteknik","BEng (Poly), Automation",,"Ins. (AMK), automaatiotekn.",,"Ingenjör (YH), autom.teknik",,"Bachelor of Engineering (Polytechnic), Automation Engineering",01.01.1997,
651203,"Insinööri (AMK), elektroniikka","Ingenjör (YH), elektronik","BEng (Poly), Electronics",,"Ins. (AMK), elektroniikka",,"Ingenjör (YH), elektronik",,"Bachelor of Engineering (Polytechnic), Electronic Engineering",01.01.1997,
