"KOODIARVO","NIMI_FI","NIMI_SV","ALKUPVM","LOPPUPVM"
"27210","Matkatoimistonhoitaja","Resebyråföreståndare",19.5.2011,
"27210","Matkatoimistonjohtaja","Resebyråchef",19.5.2011,
"27290","Muut matkatoimistovirkailijat","Övriga resebyråtjänstemän",19.5.2011,
"00490","Vakaaja (mitat, painot)","Justerare (av mått och vikt)",19.5.2011,
"279","Muu matkailualan työ","Övrigt arbete inom turism",19.5.2011,
"27990","Muu matkailualan työntekijät","Övriga arbetstagare inom turism",19.5.2011,
"29","Muu hallinto- ja toimistotyö","Övrigt administrativt och kontorsarbete",19.5.2011,
"291","Verovalmistelijat ja -virkailijat","Skatteberedare och -tjänstemän",19.5.2011,
"29110","Verovirkailija","Skattetjänsteman",19.5.2011,
"29110","Verovalmistelija","Skatteberedare",19.5.2011,
"29190","Muut verovalmistelijat ja -virkailijat","Övriga skatteberedare och -tjänstemän",19.5.2011,
"292","Logistikot ja kuljetussuunnittelijat","Logistiker och transportplanerare",19.5.2011,
"29210","Huolitsija","Speditör",19.5.2011,
"29210","Huolinta-avustaja","Speditionsassistent",19.5.2011,
"00495","Muut koneteknikot","Övrika maskintekniker",19.5.2011,
"29220","Kuljetussuunnittelija","Transportplanerare",19.5.2011,
"29220","Kirjapainon jakelupäällikkö","Distributionschef vid tryckeri",19.5.2011,
"29220","Kuljetusneuvoja","Transportkonsulent",19.5.2011,
"29220","Kuljetuspäällikkö (tavarankuljetus)","Transportchef (godstransport)",19.5.2011,
"29220","Postiautoaseman hoitaja","Föreståndare för postbilsstation",19.5.2011,
"29220","Rahtauspäällikkö","Fraktchef",19.5.2011,
"29230","Kuljetusteknikko","Transporttekniker",19.5.2011,
"29240","Tullaaja","Förtullare",19.5.2011,
"29240","Tulliasiamies","Tullombud",19.5.2011,
"29250","Laivanselvittäjä","Skeppsmäklare",19.5.2011,
"005","Kemiantekniikan insinöörit ja teknikot","Ingenjörer och tekniker i kemisktekniskt arbete",19.5.2011,
"29250","Laivauskonttoristi","Skeppningskontorist",19.5.2011,
"29260","Laivansuorija","Skeppsklarerare",19.5.2011,
"29290","Muut logistikot ja kuljetussuunnittelijat","Övriga logistiker och transportplanerare",19.5.2011,
"29290","Laskija (satamahallinto)","Tallyman/Godsräknare (hamnförvaltning)",19.5.2011,
"29290","Rahtaaja (laivaliikenne)","Befraktare (fartyg)",19.5.2011,
"293","Isännöitsijät","Disponenter",19.5.2011,
"29310","Isännöitsijä (kiinteistönhoito)","Disponent",19.5.2011,
"29310","Kiinteistöavustaja","Fastighetsassistent",19.5.2011,
"29310","Kiinteistösihteeri","Fastighetssekreterare",19.5.2011,
"29310","Kiinteistötarkastaja","Fastighetsinspektör",19.5.2011,
"00520","Kemiallis-tekninen tuotantoinsinööri","Produktionsingenjör (kemiteknik)",19.5.2011,
"29310","Toimitusjohtaja (kiinteistönhoitoyritys)","Verkställande direktör (fastighetsförv.företag)",19.5.2011,
"00520","Meijerikonsulentti","Meijerikonsulent",19.5.2011,
"299","Muu hallinto- ja toimistotyö","Övrigt administrativt och kontorstekniskt arbete",19.5.2011,
"29910","Asunnonvälittäjä","Bostadsförmedlare",19.5.2011,
"29910","Vuokra-asunnonvälittäjä","Förmedlare av hyresbostäder",19.5.2011,
"29990","Muut hallinto- ja toimistotyöntekijät","Övriga inom administrativt och kontorsarbete",19.5.2011,
"3","Kaupallinen työ","Kommersiellt arbete",19.5.2011,
"30","Mainonta ja markkinointi","Reklam och marknadsföring",19.5.2011,
"301","Mainonta- ja markkinointialan päälliköt","Reklam- och marknadsföringschefer",19.5.2011,
"30110","Markkinointipäällikkö","Markanadsföringschef",19.5.2011,
"00520","Panimoinsinööri","Bryggeriingenjör",19.5.2011,
"30120","Mainospäällikkö","Reklamchef",19.5.2011,
"30120","Mediapäällikkö","Mediachef",19.5.2011,
"30120","Menekinedistämispäällikkö","PR-chef",19.5.2011,
"30120","Suunnittelujohtaja (mainostoimisto)","Projektdirektör (reklambyrå)",19.5.2011,
"30120","Tuotantopäällikkö (mainostoimisto)","Produktionschef (reklambyrå)",19.5.2011,
"30120","Yhteyspäällikkö (mainostoimisto)","Kontaktchef (reklambyrå)",19.5.2011,
"30120","Kampanjapäällikkö (mainos- ja markkinointiala)","Kampanjchef (reklam- och marknadsföring)",19.5.2011,
"00520","Panimomestari","Bryggmästare",19.5.2011,
"30190","Muut mainos- ja markkinointialan päälliköt ja suun","Övriga chefer och planerare inom reklam och markna",19.5.2011,
"30190","Markkinointikonsultti","Marknadsföringskonsult",19.5.2011,
"302","Mainosalan suunnittelijat","Reklamplanerare",19.5.2011,
"30210","Mainostoimittaja","Reklamredaktör",19.5.2011,
"30210","Copywriter (copy)","Copywriter (copy)",19.5.2011,
"30210","Ilmoitussuunnittelija","Annonsplanerare",19.5.2011,
"30210","Luettelotoimittaja","Katalogredaktör",19.5.2011,
"30210","Tekstipäällikkö","Textchef",19.5.2011,
"00520","Paperi-insinööri","Pappersingenjör",19.5.2011,
"30210","Tekstisuunnittelija","Textplanerare",19.5.2011,
"30220","Visualisoija","Visualist",19.5.2011,
"30220","Art direktor (AD)","Art direktor (AD)",19.5.2011,
"30220","Visuaalinen suunnittelija","Visuell planerare",19.5.2011,
"30230","Mainospiirtäjä","Reklamtecknare",19.5.2011,
"30230","Ilmoituspiirtäjä","Annonstecknare",19.5.2011,
"30230","Julistepiirtäjä","Affischtecknare",19.5.2011,
"30230","Layout-piirtäjä","Layout-tecknare",19.5.2011,
"30230","Mainosgraafikko","Reklamgrafiker",19.5.2011,
"30230","Puhtaaksipiirtäjä","Renritare",19.5.2011,
"00520","Prosessi-insinööri","Processingenjör",19.5.2011,
"30230","Tarkkuuspiirtäjä","Precionstecknare",19.5.2011,
"30230","Viimeistelijä (paste-up-piirtäjä)","Paste-up-tecknare",19.5.2011,
"30230","AD-assistentti","AD-assistent",19.5.2011,
"30240","Mainossihteeri","Reklamsekreterare",19.5.2011,
"30240","Markkinointisihteeri","Marknadsföringssekreterare",19.5.2011,
"00110","Yhdyskuntatekniikan insinööri","Ingenjör inom anläggningsteknik",19.5.2011,
"30240","Mediasihteeri","Mediasekreterare",19.5.2011,
"30240","Traffic-sihteeri","Traffic-sekreterare",19.5.2011,
"30240","Yhteysassistentti","Kontaktassistent",19.5.2011,
"30240","Yhteyssihteeri","Kontaktsekreterare",19.5.2011,
"30240","Markkinointiassistentti","Marknadsföringsassistent",19.5.2011,
"00525","Työnjohtaja (kemiallis-tekninen)","Arbetsledare (kemiteknik)",19.5.2011,
"30290","Muut mainosalan työntekijät","Övriga inom reklambranschen",19.5.2011,
"309","Muut mainos- ja markkinointialan työntekijät","Övriga inom reklam och marknadsföring",19.5.2011,
"30990","Muut mainos- ja markkinointialan työtä tekevät","Övriga utövare av reklam och marknadsföringsarbete",19.5.2011,
"31","Kiinteistönvälitys ja rahoituspalvelu","Fastighetsförmedling och finansieringstjänster",19.5.2011,
"311","Kiinteän ja irtaimen omaisuuden välittäjät","Förmedlare av fast och lös egendom",19.5.2011,
"31110","Kiinteistönvälittäjä","Fastighetsmäklare",19.5.2011,
"31110","Asuntomyyjä","Bostadsförsäljare",19.5.2011,
"31110","Kiinteistöedustaja","Fastighetsrepresentant",19.5.2011,
"31120","Arvioija","Värderingsman",19.5.2011,
"31190","Muut kiint.välitys- ja rahoituspalvelutyötä tekevä","Övriga inom fastighetsförmedling och finansiering",19.5.2011,
"00525","Myllymestari","Kvarnmästare",19.5.2011,
"312","Arvopapereiden ja rahoituspalveluiden välittäjät","Förmedlare av värdepapper o.finansieringstjänster",19.5.2011,
"31210","Arvopapereidenvälittäjä","Värdepappersmäklare",19.5.2011,
"31210","Pörssiasiamies","Börsombud",19.5.2011,
"31210","Pörssivälittäjä","Börsmäklare",19.5.2011,
"31220","Sijoitusneuvoja","Investeringskonsult",19.5.2011,
"31220","Rahoituskonsultti","Finansieringskonsult",19.5.2011,
"31290","Muut arvopapereiden ja rahoituspalv. välittäjät","Övriga förmedlare av värdepapper och finansierings",19.5.2011,
"319","Muu kiinteistönvälitys ja rahoituspalvelutyö","Övrig fastighetsförmedling och finansiering",19.5.2011,
"31910","Ilmoitusmyyjä","Annonssäljare",19.5.2011,
"31910","Ilmoituskonsulentti","Annonskonsulent",19.5.2011,
"00525","Paperimestari","Pappersmästare",19.5.2011,
"31910","Ilmoituspäällikkö","Annonschef",19.5.2011,
"31920","Huutokaupanpitäjä","Auktonist",19.5.2011,
"31990","Muut kiinteistöväl.- ja rahoituspalv.työtä tekevät","Övriga inom fastighetsförmedling och finansiering",19.5.2011,
"32","Ostotyö","Inköpsarbete",19.5.2011,
"321","Ostajat","Inköpare",19.5.2011,
"32110","Ostopäällikkö","Inköpschef",19.5.2011,
"32110","Hankintapäällikkö","Anskaffningschef",19.5.2011,
"32110","Ostojohtaja","Inköpsdirektör",19.5.2011,
"32120","Sisäänostaja","Inköpare",19.5.2011,
"32120","Ostaja","Inköpare",19.5.2011,
"00525","Tiilimestari","Tegelmästare",19.5.2011,
"32190","Muut ostajat","Övriga inköpare",19.5.2011,
"32190","Sisäänostoavustaja","Inköpsassistent",19.5.2011,
"32190","Sisäänostokonttoristi","Inköpskontorist",19.5.2011,
"32190","Ostosihteeri","Inköpssekreterare",19.5.2011,
"32190","Ostoavustaja","Inköpsassistent",19.5.2011,
"322","Ostoasiamiehet","Inköpsombud",19.5.2011,
"32210","Ostoasiamies","Inköpsombud",19.5.2011,
"32210","Hankinta-asiamies","Anskaffningsombudsman",19.5.2011,
"32210","Karjanostaja","Boskapsuppköpare",19.5.2011,
"32210","Metsänostaja","Skogsköpare",19.5.2011,
"00530","Suunnitteluinsinööri (kemiallis-tekninen)","Planeringsingenjör (kemiteknik)",19.5.2011,
"32290","Muut ostoasiamiehet","Övriga inköpsombudsmän",19.5.2011,
"329","Muu ostotyö","Övrigt inköpsarbete",19.5.2011,
"32990","Muut ostotyötä tekevät","Övriga inköpare",19.5.2011,
"33","Myyntityö ja kauppaedustus","Försäljning och handelsrepresentation",19.5.2011,
"331","Myyntityötä johtavat","Säljledning",19.5.2011,
"33110","Myyntipäällikkö","Försäljningschef",19.5.2011,
"33110","Aluemyyntipäällikkö","Regional försäljningschef",19.5.2011,
"33110","Piirimyyntipäällikkö","Distriktsförsäljningschef",19.5.2011,
"33115","Tuotepäällikkö","Produktchef",19.5.2011,
"33120","Vientipäällikkö","Exportchef",19.5.2011,
"00530","Projektipäällikkö (kemiallis-tekninen ala)","Projektchef (kemiteknik)",19.5.2011,
"33130","Tuontipäällikkö","Importchef",19.5.2011,
"33190","Muut myyntityötä johtavat","Övriga inom säljledning",19.5.2011,
"332","Myyntiedustus ja puhelinmyynti","Handelsrepresentation och telefonförsäljning",19.5.2011,
"33210","Myyntiedustaja","Försäljningsrepresentant",19.5.2011,
"33210","Edustaja","Representant",19.5.2011,
"33210","Kauppamatkustaja","Handelsresande",19.5.2011,
"33210","Myyjä (edustaja)","Försäljare (representant)",19.5.2011,
"33210","Myyntimies","Försäljare",19.5.2011,
"33210","Piiriedustaja","Distriktsrepresentant",19.5.2011,
"33220","Myyntineuvottelija","Försäljningsförhandlare",19.5.2011,
"00535","Suunnitteluteknikko","Planeringstekniker",19.5.2011,
"33220","Myyntifaktori","Försäljningsfaktor",19.5.2011,
"33230","Tekninen myyjä","Teknisk försäljare",19.5.2011,
"33230","Myynti-insinööri","Försäljningsingenjör",19.5.2011,
"33230","Myyntiteknikko","Försäljningstekniker",19.5.2011,
"33230","Myynnin tukihenkilö","Stödperson för försäljning",19.5.2011,
"33240","Vientimyyjä","Exportförsäljare",19.5.2011,
"33240","Vienti-insinööri","Exportingenjör",19.5.2011,
"33250","Kauppa-agentti","Handelsagent",19.5.2011,
"33260","Tuote-esittelijä","Varudemonstrerare",19.5.2011,
"33260","Lääke-esittelijä","Läkemedelskonsulent",19.5.2011,
"00535","Prosessiteknikko","Processtekniker",19.5.2011,
"33260","Myyntikonsulentti","Försäljningskonsulent",19.5.2011,
"33290","Muut myyntiedustajat","Övriga handelsrepresentanter",19.5.2011,
"333","Myyntisihteerit","Försäljningssekreterare",19.5.2011,
"33310","Myyntisihteeri","Försäljningssekreterare",19.5.2011,
"33315","Vientisihteeri","Exportsekreterare",19.5.2011,
"33315","Ulkomaankaupansihteeri","Utrikeshandelssekreterare",19.5.2011,
"33330","Tilausten vastaanottaja","Ordermottagare",19.5.2011,
"33390","Muut myyntisihteerit","Övriga försäljningssekreterare",19.5.2011,
"00540","Tarkastusinsinööri (kemiallis-tekninen)","Kontrollingenjör (kemiteknik)",19.5.2011,
"339","Muu myynti- ja kauppaedustustyö","Övrigt försäljning och handelsrepresentation",19.5.2011,
"33990","Muut myynti- ja kauppaedustustyötä tekevät","Övriga inom försäljning och handelsrepresantation",19.5.2011,
"34","Tavaroiden myynti","Varuförsäljning",19.5.2011,
"341","Tukku- ja vähittäiskauppiaat","Parti- och detaljhandlare",19.5.2011,
"34110","Tukkukauppias","Partihandlare",19.5.2011,
"34120","Vähittäiskauppias","Detaljhandlare",19.5.2011,
"34120","Autokauppias","Bilförsäljare",19.5.2011,
"34120","Kauppias","Handelsman/Köpman",19.5.2011,
"34120","Kioskinomistaja","Kioskägare",19.5.2011,
"34120","Romukauppias","Skrothandlare",19.5.2011,
"00540","Katsastusinsinööri (kemiallis-tekninen)","Besiktningsingenjör (kemiteknik)",19.5.2011,
"34120","Sekatavarakauppias","Kolonialvaruhandlande",19.5.2011,
"34190","Muut tukku- ja vähittäiskauppiaat","Övriga parti- och detaljhandlare",19.5.2011,
"342","Myymälänhoitajat","Affärsföreståndare",19.5.2011,
"34210","Myymälänhoitaja","Affärsföreståndare",19.5.2011,
"34210","Myymäläntarkastaja","Butiksinspektör",19.5.2011,
"00110","Standardointi-insinööri (rakennus)","Standardiseringsingenjör (byggnad)",19.5.2011,
"34210","Osastonhoitaja (myymälä)","Avdelningsföreståndare",19.5.2011,
"34210","Tavarataloavustaja","Varuhusassistent",19.5.2011,
"34290","Muut myymälänhoitajat","Övriga affärsföreståndare",19.5.2011,
"34290","Myymäläautonkuljettaja","Butiksbilsförare",19.5.2011,
"343","Myyjät","Biträden",19.5.2011,
"00540","Räjähdysaineinsinööri","Sprängämnesingenjör",19.5.2011,
"34304","Myyjä (kauppa)","Butiksbiträde",19.5.2011,
"34304","Yleismyyjä","All round-försäljare",19.5.2011,
"34306","Kioskimyyjä","Kioskbiträde",19.5.2011,
"34308","Myymälän kassanhoitaja","Butikskassör",19.5.2011,
"34309","Laivan myymälän kassanhoitaja","Butikskassör (fartyg)",19.5.2011,
"34310","Tekstiilimyyjä","Textilförsäljare",19.5.2011,
"34310","Ompelutarvikemyyjä","Sybehörsförsäljare",19.5.2011,
"34312","Kenkä- ja laukkumyyjä","Försäljare (skor och väskor)",19.5.2011,
"34315","Kello- ja kultamyyjä","Försäljare (ur och guld)",19.5.2011,
"34320","Valokuvaustarvikemyyjä","Försäljare (fotoartiklar)",19.5.2011,
"00545","Tarkastusteknikko (kemiallis-tekninen)","Kontrolltekniker (kemiteknik)",19.5.2011,
"34320","Silmälasien myyjä","Försäljare (glasögon)",19.5.2011,
"34325","Rauta- ja rakennustarvikemyyjä","Försäljare (järn- och byggvaror)",19.5.2011,
"34325","Konemyyjä","Maskinförsäljare",19.5.2011,
"34325","Rakennustarvikemyyjä","Försäljare (byggvaror)",19.5.2011,
"34325","Rautakauppa-apulainen","Järnhandelsbiträde",19.5.2011,
"34325","Rautakauppamyyjä","Försäljare (järnvaror)",19.5.2011,
"34325","Työkalumyyjä","Verktygsförsäljare",19.5.2011,
"34328","Maatalouskonemyyjä","Försäljare (jordbruksmaskiner)",19.5.2011,
"34330","Automyyjä","Bilförsäljare",19.5.2011,
"34335","Vapaa-ajantarvikemyyjä","Försäljare (fritidsartiklar)",19.5.2011,
"00550","Huolto- ja neuvontainsinööri (kemiallis-tekninen)","Service- och instruktionsingenjör (kemiteknik)",19.5.2011,
"34340","Sähkötarvikemyyjä","Försäljare (elartiklar)",19.5.2011,
"34340","Televisionmyyjä","Televisionsförsäljare",19.5.2011,
"34342","Kodinkonemyyjä","Försäljare (hushållsmaskiner)",19.5.2011,
"34344","Atk-laite- ja -tarvikemyyjä","Försäljare (datorer och datautrustning)",19.5.2011,
"34345","Musiikkialan myyjä","Försäljare (musik)",19.5.2011,
"34350","Kirjakauppamyyjä","Bokhandelsförsäljare",19.5.2011,
"34350","Libristi","Librist",19.5.2011,
"34352","Taloustavaramyyjä","Försäljare (husgeråd)",19.5.2011,
"34355","Huonekalumyyjä","Möbelförsäljare",19.5.2011,
"34355","Sisustusneuvoja","Inredningskonsult",19.5.2011,
"00555","Huolto- ja neuvontateknikko (kemiallis-tekninen)","Service- och instruktionstekniker (kemiteknik)",19.5.2011,
"34355","Sisustustarvikemyyjä","Försäljare (inredningsartiklar)",19.5.2011,
"34355","Keittiökalustemyyjä","Försäljare (köksinredning)",19.5.2011,
"34358","Elintarvikemyyjä","Försäljare (livsmedel)",19.5.2011,
"34358","Konditoriamyyjä","Konditoribiträde",19.5.2011,
"34358","Makeismyyjä","Försäljare (sötsaker)",19.5.2011,
"34360","Lihamyyjä","Köttförsäljare",19.5.2011,
"34360","Kalamyyjä","Fiskförsäljare",19.5.2011,
"34360","Lihamestari","Köttmästare",19.5.2011,
"34360","Lihamies","Köttförsäljare",19.5.2011,
"00560","Työntutkimusinsinööri (kemiallis-tekninen)","Arbetsstudieingenjör (kemiteknik)",19.5.2011,
"34362","Alkon myyjä","Försäljare (Alko)",19.5.2011,
"34365","Kosmetiikkamyyjä","Försäljare (kosmetik)",19.5.2011,
"34370","Sairaanhoitotarvikemyyjä","Försäljare (sjukvårdsartiklar)",19.5.2011,
"34375","Kukkien myyjä","Blomsterförsäljare",19.5.2011,
"34375","Floristi","Florist",19.5.2011,
"34375","Kauppapuutarhan myyjä","Försäljare (handelsträdgård)",19.5.2011,
"34375","Siemenkaupan myyjä","Fröförsäljare",19.5.2011,
"34380","Lemmikkieläinmyyjä","Försäljare (zoologisk affär)",19.5.2011,
"34385","Autotarvikemyyjä","Försäljare (biltillbehör)",19.5.2011,
"34385","Varaosamyyjä","Reservdelsförsäljare",19.5.2011,
"00560","Rationaalistamisinsinööri (kemiallis-tekninen)","Rationaliseringsingenjör (kemiteknik)",19.5.2011,
"34390","Muut myyjät","Övriga försäljare",19.5.2011,
"34390","Antiikkiliikkeen myyjä","Försäljare (antikvitetsaffär)",19.5.2011,
"34390","Asiakaspalveluapulainen","Kundtjänstbiträde",19.5.2011,
"34390","Hyllyjen täyttäjä","Varupåfyllare",19.5.2011,
"34390","Kauppa-apulainen","Butiksbiträde",19.5.2011,
"34390","Myymäläemäntä","Butiksvärdinna",19.5.2011,
"344","Huoltoasemahenkilöstö","Servicestationspersonal",19.5.2011,
"34410","Huoltoaseman hoitaja","Servicestationsföreståndare",19.5.2011,
"34410","Bensiiniaseman hoitaja","Bensinstationsföreståndare",19.5.2011,
"34420","Huoltoasema-apulainen","Servicestationsbiträde",19.5.2011,
"00565","Työntutkimusteknikko (kemiallis-tekninen)","Arbetsstudietekniker (kemiteknik)",19.5.2011,
"34420","Autonpesijä","Biltvättare",19.5.2011,
"34420","Bensiinimyyjä","Bensinförsäljare",19.5.2011,
"34430","Huoltoaseman kassanhoitaja","Servicestationskassör",19.5.2011,
"34490","Muu huoltoasemahenkilöstö","Övrig servicestationpersonal",19.5.2011,
"345","Torikauppiaat, kotimyyjät","Torghandlare, hemförsäljare",19.5.2011,
"34510","Kotimyyjä","Hemförsäljare",19.5.2011,
"34510","Huonekalukauppias","Möbelförsäljare",19.5.2011,
"34510","Kirjamyyjä","Bokförsäljare",19.5.2011,
"34510","Kulkukauppias","Gårdfarihandlare",19.5.2011,
"34510","Pölyimurikauppias","Dammsugarförsäljare",19.5.2011,
"00565","Rationaalistamisteknikko (kemiallis-tekninen)","Rationaliseringstekniker (kemiteknik)",19.5.2011,
"34510","Suoramyyjä","Direktförsäljare",19.5.2011,
"34520","Torimyyjä, torikauppias","Torgförsäljare, torghandlare",19.5.2011,
"34520","Torikahvilan pitäjä","Innehavare av torgcafe",19.5.2011,
"34520","Torikauppias","Torghandlare",19.5.2011,
"34520","Torimyyjä","Torgförsäljare",19.5.2011,
